stock_code,company_name_x,risk_score,leverage_z,operating_asset_ratio_z,operating_liability_ratio_z,ocf_growth_z,cash_to_debt_z,gross_margin_z,net_profit_ratio_z,operating_profit_ratio_z,profit_to_total_profit_z,cash_profit_ratio_z,cashflow_to_debt_z,ocf_ratio_z
605288,凯迪股份,35.45,8.032,21.819,46.793,39.521,94.541,0.36,1.047,1.274,1.883,63.493,62.84,83.796
605287,德才股份,41.728,37.773,40.718,62.953,39.569,99.327,0.367,1.057,1.285,1.887,63.573,68.434,83.796
605186,健麾信息,36.714,5.49,38.74,37.73,39.505,95.474,0.334,1.031,1.257,1.881,63.976,71.349,83.805
605179,一鸣食品,34.628,26.761,10.424,23.514,39.326,99.33,0.375,1.059,1.288,1.883,61.524,66.38,83.67
605177,东亚药业,35.629,17.618,25.861,23.957,39.762,98.379,0.363,1.047,1.275,1.881,63.994,69.611,83.805
605167,利柏特,36.902,19.796,19.879,47.704,39.419,98.825,0.366,1.052,1.279,1.884,63.553,65.312,83.759
605162,新中港,32.874,12.194,17.71,12.868,39.841,97.215,0.351,1.037,1.264,1.886,63.604,62.718,83.797
605117,德业股份,33.971,23.149,13.798,16.964,39.462,98.387,0.332,1.025,1.248,1.883,63.671,63.975,83.755
605100,华丰股份,36.212,9.145,20.856,45.699,39.551,96.769,0.36,1.048,1.275,1.884,63.962,70.192,83.808
605069,正和生态,38.271,30.225,28.66,39.261,39.455,99.926,0.59,1.456,1.686,1.877,63.902,68.414,83.799
605055,迎丰股份,33.417,21.159,8.863,17.133,39.374,99.503,0.376,1.057,1.287,1.873,62.217,64.373,83.793
605016,百龙创园,38.349,5.697,20.655,85.928,39.513,97.839,0.342,1.027,1.252,1.882,63.698,58.576,83.784
603990,麦迪科技,36.2,32.563,8.344,32.088,39.4,99.486,0.436,1.126,1.353,1.876,63.669,70.247,83.807
603989,艾华集团,36.841,15.518,39.412,27.957,39.767,99.63,0.362,1.045,1.272,1.882,63.79,67.68,83.783
603883,老百姓,36.566,29.662,34.083,18.082,39.409,99.571,0.368,1.054,1.281,1.89,63.362,66.26,83.766
603880,南卫股份,37.68,28.365,35.944,27.862,39.426,99.639,0.392,1.097,1.327,1.877,63.892,68.543,83.801
603868,飞科电器,35.214,8.368,18.204,57.27,39.447,98.201,0.345,1.03,1.257,1.884,63.65,49.591,83.319
603863,松炀资源,35.119,24.99,9.39,25.983,39.546,99.866,0.421,1.114,1.34,1.877,63.853,69.239,83.812
603861,白云电器,39.575,29.474,44.253,40.613,39.545,99.755,0.373,1.057,1.285,1.885,63.951,68.901,83.809
603843,*ST正平,38.302,38.299,19.105,41.238,39.512,99.824,0.399,1.102,1.336,1.881,63.777,69.346,83.812
603839,安正时尚,35.588,10.5,33.786,29.178,39.542,98.26,0.373,1.057,1.288,1.865,63.156,65.047,83.0
603828,ST柯利达,38.737,38.736,18.979,47.385,39.553,99.688,0.375,1.068,1.298,1.88,64.315,67.849,83.716
603818,曲美家居,34.702,31.943,18.461,7.585,39.425,99.555,0.384,1.072,1.303,1.881,64.316,66.756,83.747
603811,诚意药业,33.544,16.252,11.605,19.341,39.472,98.721,0.35,1.024,1.252,1.88,63.666,65.174,83.788
603798,康普顿,35.811,5.953,25.983,43.805,39.366,96.662,0.37,1.054,1.283,1.885,63.71,65.864,83.801
603730,岱美股份,37.081,15.313,48.689,25.118,39.808,98.547,0.355,1.044,1.27,1.884,63.708,65.438,83.797
603722,阿科力,32.803,7.603,12.635,22.88,39.821,93.245,0.371,1.054,1.283,1.879,63.56,65.503,83.8
603721,*ST天择,35.095,16.474,19.861,27.371,39.438,97.684,0.387,1.066,1.311,1.903,64.713,67.152,83.775
603668,天马科技,37.752,32.045,42.524,18.147,39.682,99.625,0.379,1.064,1.293,1.872,63.939,68.65,83.801
603638,艾迪精密,36.036,19.353,32.707,20.589,39.433,99.405,0.354,1.042,1.268,1.883,63.866,68.734,83.802
603628,清源股份,36.869,22.265,44.147,16.803,39.304,99.496,0.36,1.047,1.275,1.883,63.818,68.227,83.8
603616,韩建河山,41.153,33.983,57.118,42.356,39.342,99.843,0.41,1.147,1.385,1.88,63.88,68.685,83.801
603567,珍宝岛,34.464,15.657,28.481,8.222,39.593,99.006,0.373,1.038,1.268,1.878,64.05,70.19,83.809
603557,ST起步,39.74,42.721,46.683,26.279,39.533,99.465,0.43,1.427,1.548,1.869,63.865,69.247,83.814
603520,司太立,36.029,30.798,30.664,11.243,39.364,99.545,0.373,1.057,1.287,1.878,63.698,68.639,83.801
603489,八方股份,36.357,7.368,17.008,69.937,39.56,92.077,0.361,1.049,1.278,1.881,63.25,58.738,83.782
603488,展鹏科技,36.529,6.438,22.955,57.055,37.92,98.801,0.359,1.036,1.262,1.882,63.696,63.141,83.801
603389,*ST亚振,35.686,19.708,29.916,16.563,39.512,99.79,0.465,1.158,1.379,1.874,63.831,70.223,83.811
603387,基蛋生物,33.417,11.86,20.297,14.175,39.516,98.577,0.345,1.03,1.257,1.88,63.666,64.61,83.79
603381,永臻股份,35.631,29.695,31.886,1.433,39.456,99.644,0.366,1.05,1.279,1.881,64.454,72.594,83.838
603378,亚士创能,37.814,32.994,35.22,27.883,39.54,99.696,0.367,1.058,1.288,1.868,62.608,67.58,83.664
603377,ST东时,33.176,25.837,1.929,10.989,39.488,99.885,0.393,1.112,1.337,1.874,64.008,67.485,83.78
603369,今世缘,34.048,17.085,26.468,11.489,39.474,97.658,0.317,1.014,1.228,1.886,63.718,64.452,83.785
603363,傲农生物,37.562,47.315,16.46,27.423,39.309,99.956,0.398,1.088,1.318,1.878,63.921,67.892,83.79
603358,华达科技,39.82,19.845,39.289,61.08,39.513,98.704,0.366,1.051,1.278,1.887,63.692,67.339,83.792
603350,安乃达,36.63,21.293,32.239,35.352,39.755,97.598,0.36,1.045,1.273,1.882,63.436,61.538,83.794
603335,迪生力,36.37,29.085,30.753,15.432,39.548,99.693,0.394,1.074,1.312,1.892,63.798,69.611,83.847
603323,苏农银行,33.441,41.98,0.0,0.0,39.503,100.0,0.307,0.996,1.22,1.88,63.285,68.384,83.733
603322,超讯通信,39.82,38.554,36.418,42.636,39.479,99.654,0.377,1.059,1.292,1.935,63.853,68.777,83.803
603316,诚邦股份,37.675,33.082,22.817,36.151,39.541,99.847,0.392,1.096,1.331,1.881,64.008,68.279,83.678
603283,赛腾股份,37.76,23.07,48.165,30.137,39.469,99.212,0.348,1.037,1.263,1.883,63.525,61.321,83.685
603282,亚光股份,37.572,24.938,58.362,7.703,39.536,99.212,0.349,1.036,1.262,1.882,63.886,68.89,83.803
603229,奥翔药业,35.498,11.917,19.146,42.091,39.794,95.799,0.326,1.014,1.237,1.882,63.722,65.251,83.8
603226,菲林格尔,33.18,10.821,11.369,15.221,39.379,99.14,0.384,1.07,1.3,1.874,63.598,70.194,83.805
603212,赛伍技术,37.694,17.462,49.657,26.049,39.492,98.822,0.373,1.057,1.287,1.867,63.832,68.629,83.802
603208,江山欧派,36.541,29.645,32.22,19.219,39.597,98.808,0.36,1.045,1.276,1.874,63.684,66.984,83.784
603207,小方制药,31.752,7.821,21.546,16.736,40.254,93.487,0.304,0.996,1.215,1.882,63.703,49.277,83.797
603197,保隆科技,37.61,27.794,42.264,22.543,39.579,99.395,0.366,1.051,1.278,1.885,63.673,67.709,83.789
603188,亚邦股份,36.533,27.781,16.999,26.499,44.17,99.575,0.468,1.193,1.419,1.876,63.813,70.766,83.833
603185,弘元绿能,35.52,26.607,9.399,31.301,39.45,98.923,0.37,1.051,1.281,1.875,63.758,68.427,83.794
603168,莎普爱思,33.589,8.609,6.249,31.664,39.42,97.559,0.373,1.055,1.285,1.886,63.589,67.575,83.801
603123,翠微股份,32.891,26.398,2.705,5.676,39.494,98.593,0.383,1.084,1.299,1.876,63.801,69.579,83.809
603119,浙江荣泰,36.075,6.145,23.044,60.521,42.737,89.452,0.342,1.028,1.254,1.882,63.65,59.047,83.801
603059,倍加洁,34.678,16.823,19.859,22.227,39.379,99.723,0.366,1.047,1.278,1.874,63.583,66.184,83.788
603052,可川科技,36.761,11.907,32.905,43.623,39.397,98.385,0.358,1.041,1.269,1.881,63.522,63.048,83.799
603007,*ST花王,38.698,39.351,17.717,46.093,39.393,99.971,0.499,1.232,1.464,1.881,63.822,69.143,83.816
603003,退市龙宇,33.1,12.115,17.434,12.169,39.429,97.656,0.375,1.057,1.286,1.885,63.272,66.732,83.791
601989,中国重工,35.831,25.783,21.297,23.959,39.408,97.971,0.377,1.063,1.293,1.876,64.868,68.281,83.8
601877,正泰电器,38.565,27.729,49.108,26.945,39.438,99.507,0.362,1.051,1.273,1.893,63.678,68.072,83.727
601816,京沪高铁,30.823,10.982,0.381,2.463,39.648,99.474,0.321,1.018,1.234,1.886,63.556,65.124,83.785
601696,中银证券,33.11,34.087,0.409,0.66,39.373,98.762,0.325,1.015,1.238,1.882,65.231,70.531,83.81
601678,滨化股份,32.65,20.287,3.346,9.929,39.521,99.349,0.368,1.053,1.28,1.885,63.451,67.539,83.786
601611,中国核建,38.464,37.305,28.763,35.266,39.461,99.654,0.37,1.058,1.286,1.889,63.9,68.815,83.804
601500,通用股份,37.019,22.749,29.036,35.174,39.555,99.409,0.368,1.054,1.284,1.876,63.156,66.779,83.791
601212,白银有色,36.612,28.622,38.311,17.282,39.608,99.495,0.374,1.06,1.288,1.911,59.878,67.737,83.782
601162,天风证券,32.558,34.135,3.528,0.006,39.624,99.068,0.366,1.047,1.279,1.879,58.744,67.231,83.795
601138,工业富联,41.716,22.914,65.146,57.75,39.602,98.283,0.37,1.054,1.283,1.881,63.517,65.005,83.784
601117,中国化学,38.556,32.025,16.453,55.519,39.617,99.051,0.37,1.056,1.285,1.885,63.581,68.031,83.795
601106,中国一重,37.789,34.987,36.266,21.737,39.628,99.778,0.384,1.084,1.314,1.877,63.883,68.732,83.801
601021,春秋航空,32.443,29.072,0.981,3.587,39.463,98.769,0.364,1.042,1.268,1.883,63.358,65.754,83.77
601010,文峰股份,32.904,14.143,5.913,20.712,39.527,98.421,0.363,1.049,1.274,1.888,63.176,64.596,83.793
601006,大秦铁路,31.534,11.531,3.767,10.591,39.516,96.314,0.349,1.038,1.257,1.889,63.622,64.757,83.78
600990,四创电子,40.689,30.13,54.725,43.286,39.527,99.732,0.382,1.103,1.331,1.874,63.908,68.474,83.796
600979,广安爱众,33.349,25.858,5.44,10.703,39.393,99.71,0.363,1.048,1.275,1.885,63.351,67.378,83.789
600966,博汇纸业,35.653,31.64,18.13,21.496,39.978,99.331,0.376,1.059,1.288,1.883,61.846,67.026,83.779
600939,重庆建工,41.273,40.925,37.432,57.84,39.489,99.795,0.375,1.06,1.29,1.904,62.629,68.748,83.794
600928,西安银行,33.474,42.278,0.0,0.0,39.758,100.0,0.327,1.009,1.241,1.876,63.002,68.395,83.797
600916,中国黄金,35.333,19.145,49.523,1.91,39.502,96.762,0.373,1.058,1.287,1.884,63.592,65.177,83.79
600905,三峡能源,34.75,31.393,13.483,13.045,39.435,99.929,0.329,1.02,1.24,1.885,63.524,67.93,83.787
600900,长江电力,32.304,28.379,1.803,0.463,39.035,99.934,0.322,1.008,1.227,1.883,63.46,66.469,83.66
600897,厦门空港,33.267,7.947,4.879,34.333,39.567,99.588,0.339,1.029,1.245,1.889,63.572,61.065,83.75
600892,*ST大晟,36.129,20.611,12.295,37.059,39.557,98.314,0.401,1.073,1.313,1.884,63.37,73.847,83.827
600887,伊利股份,34.664,28.05,11.674,19.748,39.671,98.608,0.362,1.048,1.276,1.881,63.568,66.284,83.791
600886,国投电力,32.989,28.509,6.272,3.425,39.436,99.804,0.341,1.043,1.253,1.897,63.322,67.223,83.346
600875,东方电气,37.076,29.8,27.036,27.364,39.567,99.351,0.368,1.052,1.28,1.881,64.045,69.358,83.813
600867,通化东宝,31.892,2.493,21.882,23.927,39.748,93.979,0.314,1.004,1.224,1.883,63.745,48.722,83.786
600847,万里股份,35.274,2.805,32.56,30.333,39.434,96.472,0.383,1.067,1.298,1.877,63.855,69.4,83.807
600809,山西汾酒,34.621,15.833,29.785,16.311,39.37,99.278,0.313,1.011,1.224,1.887,63.753,62.887,83.797
600807,济高发展,38.332,33.636,54.053,10.187,39.385,99.618,0.384,1.08,1.31,1.872,63.264,71.386,83.807
600804,退市鹏博,35.243,39.838,8.945,13.619,39.487,99.924,0.386,1.066,1.3,1.891,63.996,68.658,83.802
600793,宜宾纸业,35.613,38.01,22.997,10.655,39.498,99.913,0.373,1.059,1.286,1.903,60.76,67.131,83.767
600791,京能置业,40.666,38.271,78.452,12.517,39.714,99.221,0.384,1.074,1.309,1.887,65.728,65.647,83.794
600783,鲁信创投,31.778,20.806,0.414,0.165,39.43,99.563,0.816,0.587,0.655,1.887,63.968,69.231,83.81
600779,水井坊,36.465,21.386,33.061,29.299,40.481,98.236,0.327,1.022,1.239,1.887,63.636,63.23,83.778
600774,汉商集团,34.498,22.621,12.182,21.322,39.547,99.768,0.372,1.054,1.283,1.883,63.171,67.079,83.696
600764,中国海防,39.11,12.549,48.447,51.26,39.487,97.39,0.363,1.048,1.276,1.881,63.767,68.065,83.793
600743,华远控股,39.884,40.267,62.079,16.038,39.493,99.704,0.368,1.075,1.298,1.849,63.882,68.756,83.803
600738,丽尚国潮,33.789,20.297,5.072,23.736,39.517,99.087,0.34,1.046,1.266,1.894,63.194,66.23,83.792
600735,ST新华锦,34.519,14.503,27.41,16.942,39.436,97.656,0.364,1.057,1.279,1.903,63.431,66.478,83.773
600732,爱旭股份,35.284,33.747,11.665,19.257,39.415,99.448,0.368,1.056,1.286,1.874,63.509,67.982,83.795
600682,南京新百,32.515,11.843,7.96,14.167,39.545,97.843,0.356,1.051,1.272,1.895,63.486,67.041,83.717
600679,上海凤凰,35.041,14.653,21.255,25.28,39.486,98.521,0.373,1.056,1.286,1.877,63.929,68.965,83.803
600665,天地源,41.368,39.417,81.39,15.658,39.512,99.516,0.369,1.065,1.291,1.718,64.329,68.361,83.794
600643,爱建集团,31.978,22.208,1.668,2.569,39.326,99.675,0.347,1.054,1.277,1.897,62.163,67.758,83.789
600642,申能股份,34.105,25.248,11.959,14.447,39.47,99.323,0.362,1.043,1.266,1.887,63.504,66.997,83.75
600638,新黄浦,35.269,35.0,22.948,4.814,39.402,98.941,0.374,1.058,1.282,1.901,64.675,69.028,83.804
600624,ST复华,36.152,24.148,43.999,6.45,39.31,99.029,0.383,1.065,1.291,1.728,63.93,68.697,83.792
600622,光大嘉宝,34.143,33.396,10.308,6.044,39.536,99.575,0.367,1.132,1.347,1.867,63.915,68.436,83.788
600619,海立股份,37.085,28.538,35.621,28.363,39.544,99.227,0.378,1.06,1.291,1.926,57.759,67.762,83.546
600599,*ST熊猫,32.781,10.798,10.617,30.995,39.597,94.059,0.351,1.2,1.405,1.874,64.052,54.632,83.797
600597,光明乳业,36.249,23.713,25.636,27.524,39.599,99.223,0.373,1.055,1.285,1.87,63.61,67.314,83.788
600596,新安股份,35.887,16.285,19.717,36.508,39.477,98.43,0.374,1.059,1.287,1.898,63.488,68.326,83.801
600592,龙溪股份,34.792,15.641,28.984,13.395,39.394,99.098,0.363,1.046,1.275,1.879,63.87,68.753,83.803
600587,新华医疗,37.472,22.613,38.222,30.958,40.026,98.774,0.365,1.051,1.279,1.881,63.6,67.1,83.799
600579,中化装备,37.415,37.417,35.406,14.993,39.505,99.801,0.395,1.096,1.324,1.876,63.818,69.505,83.839
600569,安阳钢铁,38.985,37.698,25.848,44.858,39.6,99.363,0.384,1.066,1.298,1.888,64.158,67.884,83.778
600567,山鹰国际,35.049,32.273,15.279,17.442,39.442,99.678,0.382,1.06,1.289,1.884,60.346,67.743,83.769
600533,栖霞建设,40.363,37.296,83.161,4.253,39.672,99.591,0.372,1.065,1.293,1.866,62.501,69.477,83.811
600521,华海药业,35.641,25.007,36.081,10.327,39.54,99.607,0.355,1.045,1.27,1.886,63.409,66.022,83.145
600500,中化国际,35.364,27.005,15.081,22.52,39.375,99.821,0.38,1.065,1.296,1.882,64.034,68.11,83.799
600491,龙元建设,36.203,36.025,10.096,28.055,39.523,99.891,0.386,1.082,1.314,1.88,64.09,68.335,83.765
600489,中金黄金,34.48,18.515,24.692,15.429,39.409,98.853,0.366,1.053,1.279,1.889,63.498,65.007,83.776
600462,退市九有,38.506,47.216,39.582,14.262,40.433,99.472,0.381,1.086,1.301,1.875,63.874,68.783,83.803
600458,时代新材,40.075,28.979,41.412,51.656,39.616,99.425,0.373,1.057,1.287,1.878,63.515,67.913,83.788
600438,通威股份,34.311,24.748,10.203,21.783,39.409,99.351,0.347,1.046,1.266,1.891,63.48,64.41,83.794
600408,安泰集团,35.362,28.335,7.403,29.4,39.549,99.829,0.386,1.071,1.3,1.877,63.956,67.464,83.774
600400,红豆股份,35.567,19.05,19.28,34.47,39.695,98.096,0.378,1.058,1.287,1.893,61.427,66.374,83.796
600398,海澜之家,39.088,23.516,34.815,56.208,39.708,97.962,0.35,1.04,1.265,1.884,63.565,64.966,83.777
600387,退市海越,32.852,13.332,13.278,4.372,39.533,98.231,0.37,1.078,1.312,1.886,63.529,73.489,83.82
600378,昊华科技,35.064,23.208,17.513,21.622,39.312,99.285,0.369,1.048,1.276,1.883,63.717,67.746,83.785
600366,宁波韵升,36.689,13.367,45.823,26.697,39.44,98.516,0.387,1.067,1.299,1.886,64.706,63.422,83.654
600360,*ST华微,33.786,22.906,13.001,12.674,39.432,99.024,0.375,1.057,1.287,1.869,62.4,67.61,83.795
600345,长江通信,37.422,9.814,21.232,60.024,39.676,97.125,0.379,1.013,1.246,1.874,63.886,68.989,83.803
600340,华夏幸福,38.325,42.714,41.788,14.938,39.334,99.941,0.403,1.086,1.318,1.889,63.826,68.857,83.804
600337,美克家居,35.375,27.801,28.893,8.36,39.531,99.606,0.395,1.077,1.31,1.883,64.038,67.846,83.756
600336,澳柯玛,38.961,29.653,45.445,32.114,39.521,99.63,0.375,1.059,1.29,1.848,63.945,68.849,83.804
600322,津投城开,41.986,43.424,92.656,14.196,39.539,99.952,0.413,1.059,1.289,1.795,58.275,67.736,83.495
600307,酒钢宏兴,36.02,34.988,15.16,21.92,39.588,99.62,0.381,1.064,1.294,1.877,63.957,68.602,83.793
600301,华锡有色,33.471,14.967,7.868,25.837,39.435,98.837,0.344,1.044,1.257,1.896,63.419,63.976,82.777
600272,开开实业,39.994,24.354,37.58,58.224,39.385,99.335,0.373,1.054,1.281,1.888,63.871,68.782,83.803
600248,陕建股份,43.767,40.58,54.995,68.722,39.492,99.695,0.367,1.057,1.285,1.888,64.202,69.105,83.815
600246,万通发展,32.964,14.046,12.339,10.233,39.519,98.461,0.426,1.18,1.404,1.875,63.914,68.375,83.801
600238,*ST椰岛,37.383,33.304,36.2,17.768,39.553,99.844,0.422,1.16,1.382,1.876,63.829,69.442,83.82
600234,科新发展,36.507,14.499,14.243,46.882,39.301,99.008,0.446,1.425,1.661,1.878,63.834,71.098,83.808
600221,海航控股,34.13,45.054,3.485,6.016,39.387,99.797,0.382,1.06,1.292,1.936,59.348,68.003,83.796
600208,衢州发展,36.35,27.307,41.495,5.927,39.505,99.733,0.361,1.046,1.261,1.896,64.298,69.558,83.809
600206,有研新材,35.353,15.6,34.327,17.142,39.673,97.892,0.373,1.057,1.287,1.882,63.704,67.498,83.799
600200,退市苏吴,35.48,26.702,27.699,12.25,39.502,97.979,0.383,1.065,1.295,1.877,63.381,69.819,83.807
600193,*ST创兴,44.854,26.497,75.244,75.183,39.378,99.962,0.376,1.097,1.323,1.874,63.665,69.832,83.819
600190,退市锦港,31.951,27.904,5.13,7.331,39.434,99.545,0.381,1.06,1.288,1.899,48.452,67.305,83.677
600189,泉阳泉,36.228,30.806,17.826,26.89,39.46,99.483,0.373,1.121,1.346,1.874,63.959,67.806,83.789
600187,国中水务,34.527,4.934,15.647,37.814,39.376,97.286,0.408,1.04,1.279,1.885,63.572,67.284,83.801
600186,莲花控股,33.033,20.284,11.304,8.453,39.708,96.576,0.365,1.051,1.276,1.886,63.775,67.928,83.791
600172,黄河旋风,35.554,32.737,20.241,14.172,39.37,99.683,0.423,1.136,1.369,1.879,63.969,67.92,83.746
600167,联美控股,31.94,14.311,7.452,9.197,39.443,95.792,0.331,1.023,1.244,1.885,63.568,65.405,83.634
600155,华创云信,32.292,27.802,1.075,0.195,39.555,99.244,0.341,1.037,1.255,1.889,63.273,68.145,83.697
600150,中国船舶,36.456,31.902,25.156,24.101,39.875,98.359,0.372,1.054,1.284,1.878,62.802,66.914,83.779
600125,铁龙物流,37.666,12.866,32.923,48.062,39.395,98.334,0.37,1.056,1.283,1.888,63.823,68.194,83.8
600107,ST尔雅,34.867,19.446,33.011,5.68,39.184,98.856,0.387,1.08,1.297,1.814,63.738,70.103,83.811
600104,上汽集团,36.459,29.787,18.785,30.481,39.405,99.345,0.374,1.058,1.285,1.894,63.351,67.968,83.774
600082,海泰发展,37.851,17.593,82.99,5.063,39.57,99.247,0.369,1.056,1.285,1.887,57.637,63.741,83.769
600072,中船科技,38.965,34.628,38.854,31.587,39.252,99.404,0.378,1.059,1.288,1.877,65.964,69.477,83.809
600070,*ST富润,38.861,16.738,37.109,45.664,38.707,99.818,0.458,1.971,2.294,1.881,63.825,74.047,83.82
600022,山东钢铁,35.184,24.304,8.82,29.95,38.779,99.486,0.378,1.061,1.291,1.764,63.346,69.226,83.806
600004,白云机场,32.319,14.038,5.013,13.795,39.465,99.088,0.363,1.05,1.275,1.89,62.944,65.153,83.754
301297,富乐德,35.898,4.815,17.601,62.928,39.414,94.044,0.354,1.037,1.263,1.882,63.62,60.021,83.8
300626,华瑞股份,35.905,20.305,39.114,12.567,39.548,99.683,0.373,1.081,1.31,1.877,63.972,67.263,83.763
300472,*ST新元,39.136,31.125,45.323,31.112,39.74,99.754,0.539,1.312,1.541,1.877,63.82,69.67,83.817
300437,清水源,35.883,20.218,17.638,33.472,39.638,99.041,0.377,1.068,1.296,1.875,64.085,68.093,83.794
300379,*ST东通,33.639,3.302,20.159,28.943,40.206,83.229,0.457,1.241,1.474,1.878,63.827,75.151,83.803
300211,*ST亿通,32.625,5.114,9.707,23.573,39.897,86.755,0.386,1.061,1.297,1.911,75.509,62.494,83.796
300208,中程退,39.178,50.849,32.565,23.442,39.537,99.92,0.428,1.438,1.607,1.876,63.793,70.761,83.924
300167,ST迪威迅,42.359,42.21,63.266,42.414,39.566,99.699,0.416,1.14,1.36,1.875,63.877,68.686,83.8
300087,荃银高科,39.077,27.733,48.037,34.85,39.457,98.877,0.364,1.05,1.278,1.886,63.693,67.902,83.791
300078,思创医惠,37.205,36.508,33.782,15.922,39.529,99.441,0.423,1.19,1.397,1.874,63.876,68.719,83.802
3004,*ST声迅,36.115,13.315,30.554,31.917,39.752,96.764,0.362,1.047,1.278,1.874,63.882,68.837,83.803
2667,威领股份,35.021,20.247,12.5,27.254,39.375,99.558,0.392,1.09,1.325,1.884,63.865,68.957,83.803
2528,ST英飞拓,40.137,38.191,40.972,43.754,39.537,99.627,0.407,1.143,1.369,1.877,63.951,67.042,83.774
2336,人乐退,37.116,50.195,10.132,25.199,39.57,99.708,0.407,1.086,1.319,1.877,63.947,68.163,83.79
2289,*ST宇顺,35.736,9.205,20.259,40.185,39.428,95.945,0.39,1.059,1.287,1.893,65.199,70.183,83.806
2227,奥特迅,34.427,13.719,23.382,16.339,39.381,99.076,0.403,1.082,1.313,1.878,63.86,68.882,83.803
2193,如意集团,35.919,27.597,26.629,15.787,39.261,99.972,0.436,1.304,1.523,1.879,63.866,68.971,83.808
785,居然智家,32.88,27.438,3.304,5.697,39.468,99.67,0.363,1.046,1.268,1.889,63.36,67.275,83.787
688800,瑞可达,37.935,18.76,33.466,46.247,39.432,97.976,0.362,1.047,1.276,1.879,63.665,67.318,83.794
688758,赛分科技,31.302,3.229,16.79,9.351,39.438,91.856,0.34,1.028,1.253,1.882,63.73,62.961,83.767
688728,格科微,35.37,27.494,28.199,7.243,43.493,98.939,0.374,1.059,1.29,1.77,62.412,68.367,83.798
688718,唯赛勃,35.655,4.893,20.634,46.949,39.416,97.763,0.361,1.043,1.272,1.878,63.788,66.069,83.799
688717,艾罗能源,35.759,7.974,29.473,48.35,39.607,90.937,0.337,1.025,1.25,1.882,63.77,60.705,83.801
688701,卓锦股份,38.269,27.117,26.156,43.735,39.366,99.284,0.405,1.113,1.344,1.88,63.757,71.261,83.808
688687,凯因科技,38.402,11.749,24.878,70.177,39.551,96.103,0.36,1.048,1.272,1.885,63.685,66.323,83.792
688686,奥普特,36.489,1.753,27.566,75.216,39.664,88.297,0.35,1.03,1.258,1.878,63.693,53.376,83.79
688669,聚石化学,37.182,28.95,37.534,21.844,39.513,99.797,0.377,1.059,1.289,1.886,62.374,67.778,83.785
688659,元琛科技,37.442,23.988,33.853,31.65,39.519,99.667,0.382,1.068,1.3,1.887,64.149,68.056,83.787
688651,盛邦安全,35.986,4.787,24.608,55.683,41.61,83.088,0.363,1.039,1.269,1.876,63.917,69.794,83.803
688648,中邮科技,39.484,17.155,24.142,75.017,39.569,97.357,0.372,1.055,1.285,1.876,63.79,68.385,83.802
